timestamp,age
1628518164,70
1628518165,78
1628518166,62
1628518167,48
1628518168,74
1628518169,72
1628518170,58
1628518171,51
1628518172,48
1628518173,66
1628518174,64
1628518175,62
1628518176,84
1628518177,58
1628518178,49
1628518179,69
1628518180,82
1628518181,71
1628518182,83
1628518183,79
1628518184,60
1628518185,45
1628518186,73
1628518187,75
1628518188,85
1628518189,58
1628518190,77
1628518191,83
1628518192,83
1628518193,85
1628518194,47
1628518195,58
1628518196,48
1628518197,78
1628518198,73
1628518199,68
1628518200,72
1628518201,64
1628518202,54
1628518203,75
1628518204,82
1628518205,68
1628518206,64
1628518207,70
1628518208,56
1628518209,82
1628518210,47
1628518211,61
1628518212,47
1628518213,78
1628518214,75
1628518215,69
1628518216,78
1628518217,68
1628518218,78
1628518219,64
1628518220,71
1628518221,62
1628518222,89
1628518223,72
1628518224,54
1628518225,88
1628518226,50
1628518227,68
1628518228,66
1628518229,76
1628518230,79
1628518231,80
1628518232,79
1628518233,57
1628518234,90
1628518235,61
1628518236,83
1628518237,48
1628518238,74
1628518239,82
1628518240,88
1628518241,65
1628518242,73
1628518243,46
1628518244,53
1628518245,54
1628518246,58
1628518247,89
1628518248,77
1628518249,67
1628518250,71
1628518251,90
1628518252,69
1628518253,72
1628518254,87
1628518255,84
1628518256,90
1628518257,90
1628518258,87
1628518259,87
1628518260,65
1628518261,75
1628518262,82
1628518263,49
1628518264,78
1628518265,62
1628518266,69
1628518267,55
1628518268,47
1628518269,65
1628518270,64
1628518271,73
1628518272,51
1628518273,54
1628518274,46
1628518275,73
1628518276,51
1628518277,75
1628518278,51
1628518279,72
1628518280,50
1628518281,47
1628518282,76
1628518283,57
1628518284,57
1628518285,72
1628518286,79
1628518287,84
1628518288,84
1628518289,50
1628518290,70
1628518291,48
1628518292,78
1628518293,51
1628518294,62
1628518295,84
1628518296,68
1628518297,62
1628518298,71
1628518299,69
1628518300,70
1628518301,86
1628518302,50
1628518303,75
1628518304,51
1628518305,70
1628518306,75
1628518307,78
1628518308,83
1628518309,63
1628518310,60
1628518311,56
1628518312,76
1628518313,61
1628518314,63
1628518315,57
1628518316,62
1628518317,67
1628518318,71
1628518319,66
1628518320,53
1628518321,55
1628518322,65
1628518323,60
1628518324,84
1628518325,90
1628518326,83
1628518327,64
1628518328,78
1628518329,89
1628518330,45
1628518331,45
1628518332,74
1628518333,65
1628518334,48
1628518335,68
1628518336,55
1628518337,70
1628518338,58
1628518339,55
1628518340,73
1628518341,47
1628518342,83
1628518343,53
1628518344,75
1628518345,70
1628518346,78
1628518347,45
1628518348,57
1628518349,69
1628518350,87
1628518351,72
1628518352,78
1628518353,60
1628518354,59
1628518355,63
1628518356,66
1628518357,84
1628518358,45
1628518359,53
1628518360,60
1628518361,62
1628518362,73
1628518363,54
1628518364,65
1628518365,57
1628518366,78
1628518367,89
1628518368,72
1628518369,90
1628518370,73
1628518371,63
1628518372,62
1628518373,80
1628518374,53
1628518375,45
1628518376,69
1628518377,78
1628518378,53
1628518379,82
1628518380,75
1628518381,60
1628518382,64
1628518383,65
1628518384,50
1628518385,61
1628518386,90
1628518387,48
1628518388,60
1628518389,45
1628518390,55
1628518391,76
1628518392,76
1628518393,53
1628518394,49
1628518395,76
1628518396,76
1628518397,47
1628518398,68
1628518399,47
1628518400,76
1628518401,75
1628518402,68
1628518403,64
1628518404,83
1628518405,90
1628518406,66
1628518407,75
1628518408,87
1628518409,87
1628518410,82
1628518411,54
1628518412,57
1628518413,70
1628518414,75
1628518415,65
1628518416,74
1628518417,79
1628518418,57
1628518419,71
1628518420,78
1628518421,80
1628518422,56
1628518423,59
1628518424,56
1628518425,68
1628518426,49
1628518427,68
1628518428,63
1628518429,56
1628518430,48
1628518431,60
1628518432,86
1628518433,80
1628518434,68
1628518435,55
1628518436,66
1628518437,51
1628518438,77
1628518439,63
1628518440,53
1628518441,86
1628518442,72
1628518443,48
1628518444,79
1628518445,90
1628518446,49
1628518447,62
1628518448,72
1628518449,89
1628518450,76
1628518451,84
1628518452,79
1628518453,89
1628518454,76
1628518455,74
1628518456,78
1628518457,90
1628518458,72
1628518459,61
1628518460,53
1628518461,49
1628518462,45
1628518463,71
1628518464,81
1628518465,81
1628518466,84
1628518467,82
1628518468,45
1628518469,84
1628518470,51
1628518471,86
1628518472,90
1628518473,63
1628518474,71
1628518475,50
1628518476,46
1628518477,52
1628518478,81
1628518479,82
1628518480,63
1628518481,57
1628518482,72
1628518483,54
1628518484,79
1628518485,59
1628518486,62
1628518487,88
1628518488,90
1628518489,74
1628518490,64
1628518491,77
1628518492,76
1628518493,46
1628518494,46
1628518495,84
1628518496,78
1628518497,78
1628518498,80
1628518499,56
1628518500,58
1628518501,56
1628518502,56
1628518503,88
1628518504,57
1628518505,71
1628518506,53
1628518507,59
1628518508,56
1628518509,64
1628518510,45
1628518511,87
1628518512,72
1628518513,72
1628518514,54
1628518515,58
1628518516,53
1628518517,90
1628518518,67
1628518519,45
1628518520,61
1628518521,88
1628518522,59
1628518523,90
1628518524,63
1628518525,89
1628518526,69
1628518527,79
1628518528,59
1628518529,59
1628518530,73
1628518531,50
1628518532,67
1628518533,48
1628518534,88
1628518535,82
1628518536,71
1628518537,66
1628518538,50
1628518539,49
1628518540,71
1628518541,54
1628518542,65
1628518543,89
1628518544,85
1628518545,52
1628518546,85
1628518547,68
1628518548,51
1628518549,45
1628518550,62
1628518551,51
1628518552,83
1628518553,58
1628518554,86
1628518555,86
1628518556,77
1628518557,52
1628518558,78
1628518559,46
1628518560,58
1628518561,49
1628518562,86
1628518563,66
1628518564,74
1628518565,58
1628518566,45
1628518567,84
1628518568,67
1628518569,57
1628518570,82
1628518571,59
1628518572,67
1628518573,66
1628518574,74
1628518575,76
1628518576,82
1628518577,64
1628518578,76
1628518579,65
1628518580,49
1628518581,53
1628518582,71
1628518583,68
1628518584,85
1628518585,56
1628518586,50
1628518587,83
1628518588,48
1628518589,82
1628518590,55
1628518591,63
1628518592,59
1628518593,63
1628518594,66
1628518595,65
1628518596,51
1628518597,69
1628518598,67
1628518599,83
1628518600,78
1628518601,80
1628518602,64
1628518603,69
1628518604,82
1628518605,90
1628518606,78
1628518607,57
1628518608,49
1628518609,84
1628518610,46
1628518611,75
1628518612,85
1628518613,78
1628518614,72
1628518615,77
1628518616,84
1628518617,56
1628518618,48
1628518619,64
1628518620,78
1628518621,59
1628518622,49
1628518623,84
1628518624,57
1628518625,68
1628518626,69
1628518627,75
1628518628,60
1628518629,58
1628518630,50
1628518631,89
1628518632,72
1628518633,50
1628518634,64
1628518635,80
1628518636,54
1628518637,57
1628518638,62
1628518639,47
1628518640,67
1628518641,81
1628518642,89
1628518643,64
1628518644,83
1628518645,82
1628518646,55
1628518647,56
1628518648,71
1628518649,86
1628518650,73
1628518651,49
1628518652,65
1628518653,80
1628518654,72
1628518655,78
1628518656,62
1628518657,75
1628518658,62
1628518659,58
1628518660,50
1628518661,50
1628518662,77
1628518663,59
1628518664,55
1628518665,55
1628518666,86
1628518667,80
1628518668,90
1628518669,89
1628518670,69
1628518671,81
1628518672,70
1628518673,53
1628518674,53
1628518675,60
1628518676,69
1628518677,73
1628518678,48
1628518679,49
1628518680,85
1628518681,79
1628518682,63
1628518683,64
1628518684,58
1628518685,72
1628518686,48
1628518687,62
1628518688,66
1628518689,80
1628518690,90
1628518691,57
1628518692,50
1628518693,54
1628518694,47
1628518695,85
1628518696,79
1628518697,66
1628518698,89
1628518699,75
1628518700,66
1628518701,65
1628518702,81
1628518703,51
1628518704,80
1628518705,87
1628518706,52
1628518707,80
1628518708,47
1628518709,63
1628518710,45
1628518711,45
1628518712,75
1628518713,82
1628518714,50
1628518715,53
1628518716,64
1628518717,88
1628518718,61
1628518719,47
1628518720,69
1628518721,67
1628518722,81
1628518723,72
1628518724,59
1628518725,50
1628518726,88
1628518727,88
1628518728,88
1628518729,71
1628518730,88
1628518731,46
1628518732,48
1628518733,63
1628518734,53
1628518735,66
1628518736,90
1628518737,46
1628518738,84
1628518739,51
1628518740,58
1628518741,69
1628518742,80
1628518743,59
1628518744,48
1628518745,49
1628518746,47
1628518747,61
1628518748,48
1628518749,46
1628518750,69
1628518751,90
1628518752,58
1628518753,87
1628518754,80
1628518755,52
1628518756,67
1628518757,51
1628518758,62
1628518759,61
1628518760,54
1628518761,56
1628518762,48
1628518763,86
1628518764,48
1628518765,90
1628518766,46
1628518767,89
1628518768,48
1628518769,46
1628518770,48
1628518771,83
1628518772,81
1628518773,47
1628518774,55
1628518775,80
1628518776,69
1628518777,48
1628518778,68
1628518779,89
1628518780,58
1628518781,76
1628518782,71
1628518783,56
1628518784,65
1628518785,87
1628518786,71
1628518787,47
1628518788,60
1628518789,90
1628518790,72
1628518791,54
1628518792,51
1628518793,71
1628518794,60
1628518795,77
1628518796,83
1628518797,52
1628518798,66
1628518799,77
1628518800,80
1628518801,46
1628518802,71
1628518803,85
1628518804,89
1628518805,82
1628518806,67
1628518807,45
1628518808,57
1628518809,62
1628518810,51
1628518811,64
1628518812,53
1628518813,75
1628518814,68
1628518815,88
1628518816,68
1628518817,86
1628518818,76
1628518819,60
1628518820,48
1628518821,83
1628518822,64
1628518823,86
1628518824,86
1628518825,90
1628518826,75
1628518827,60
1628518828,73
1628518829,82
1628518830,88
1628518831,83
1628518832,83
1628518833,67
1628518834,76
1628518835,59
1628518836,55
1628518837,45
1628518838,66
1628518839,69
1628518840,49
1628518841,84
1628518842,70
1628518843,55
1628518844,79
1628518845,64
1628518846,82
1628518847,89
1628518848,58
1628518849,50
1628518850,69
1628518851,46
1628518852,58
1628518853,80
1628518854,68
1628518855,87
1628518856,48
1628518857,78
1628518858,76
1628518859,78
1628518860,48
1628518861,45
1628518862,51
1628518863,66
1628518864,74
1628518865,85
1628518866,51
1628518867,56
1628518868,66
1628518869,69
1628518870,53
1628518871,52
1628518872,89
1628518873,52
1628518874,69
1628518875,56
1628518876,61
1628518877,65
1628518878,82
1628518879,74
1628518880,82
1628518881,48
1628518882,49
1628518883,71
1628518884,68
1628518885,62
1628518886,61
1628518887,78
1628518888,79
1628518889,87
1628518890,89
1628518891,69
1628518892,61
1628518893,79
1628518894,57
1628518895,64
1628518896,62
1628518897,60
1628518898,53
1628518899,53
1628518900,67
1628518901,81
1628518902,84
1628518903,79
1628518904,74
1628518905,76
1628518906,57
1628518907,62
1628518908,78
1628518909,61
1628518910,73
1628518911,71
1628518912,77
1628518913,46
1628518914,69
1628518915,87
1628518916,77
1628518917,66
1628518918,64
1628518919,49
1628518920,83
1628518921,71
1628518922,66
1628518923,77
1628518924,81
1628518925,59
1628518926,50
1628518927,68
1628518928,69
1628518929,54
1628518930,69
1628518931,55
1628518932,51
1628518933,80
1628518934,51
1628518935,53
1628518936,84
1628518937,79
1628518938,84
1628518939,51
1628518940,64
1628518941,57
1628518942,51
1628518943,47
1628518944,72
1628518945,77
1628518946,46
1628518947,78
1628518948,87
1628518949,74
1628518950,78
1628518951,76
1628518952,82
1628518953,67
1628518954,51
1628518955,62
1628518956,77
1628518957,65
1628518958,56
1628518959,45
1628518960,45
1628518961,63
1628518962,68
1628518963,79
1628518964,69
1628518965,45
1628518966,89
1628518967,65
1628518968,82
1628518969,87
1628518970,73
1628518971,79
1628518972,68
1628518973,51
1628518974,52
1628518975,89
1628518976,59
1628518977,72
1628518978,54
1628518979,73
1628518980,85
1628518981,58
1628518982,60
1628518983,49
1628518984,80
1628518985,46
1628518986,81
1628518987,48
1628518988,60
1628518989,72
1628518990,51
1628518991,82
1628518992,45
1628518993,88
1628518994,59
1628518995,56
1628518996,61
1628518997,68
1628518998,77
1628518999,74
1628519000,46
1628519001,55
1628519002,75
1628519003,82
1628519004,67
1628519005,77
1628519006,46
1628519007,89
1628519008,63
1628519009,47
1628519010,84
1628519011,52
1628519012,48
1628519013,88
1628519014,76
1628519015,81
1628519016,88
1628519017,82
1628519018,61
1628519019,46
1628519020,89
1628519021,50
1628519022,79
1628519023,64
1628519024,57
1628519025,69
1628519026,74
1628519027,84
1628519028,90
1628519029,63
1628519030,57
1628519031,84
1628519032,57
1628519033,62
1628519034,67
1628519035,80
1628519036,87
1628519037,67
1628519038,90
1628519039,68
1628519040,80
1628519041,62
1628519042,65
1628519043,73
1628519044,83
1628519045,85
1628519046,54
1628519047,58
1628519048,72
1628519049,53
1628519050,76
1628519051,70
1628519052,66
1628519053,63
1628519054,58
1628519055,55
1628519056,48
1628519057,84
1628519058,46
1628519059,76
1628519060,69
1628519061,62
1628519062,45
1628519063,78
1628519064,61
1628519065,57
1628519066,73
1628519067,83
1628519068,73
1628519069,74
1628519070,68
1628519071,48
1628519072,77
1628519073,57
1628519074,82
1628519075,79
1628519076,77
1628519077,75
1628519078,71
1628519079,65
1628519080,70
1628519081,88
1628519082,67
1628519083,55
1628519084,47
1628519085,65
1628519086,63
1628519087,86
1628519088,46
1628519089,63
1628519090,47
1628519091,85
1628519092,62
1628519093,63
1628519094,59
1628519095,90
1628519096,80
1628519097,57
1628519098,90
1628519099,61
1628519100,49
1628519101,82
1628519102,59
1628519103,53
1628519104,77
1628519105,50
1628519106,60
1628519107,48
1628519108,60
1628519109,55
1628519110,79
1628519111,79
1628519112,88
1628519113,47
1628519114,57
1628519115,67
1628519116,70
1628519117,89
1628519118,64
1628519119,54
1628519120,75
1628519121,84
1628519122,84
1628519123,62
1628519124,68
1628519125,75
1628519126,80
1628519127,64
1628519128,65
1628519129,52
1628519130,63
1628519131,76
1628519132,83
1628519133,73
1628519134,58
1628519135,80
1628519136,70
1628519137,47
1628519138,64
1628519139,53
1628519140,55
1628519141,59
1628519142,49
1628519143,84
1628519144,81
1628519145,60
1628519146,80
1628519147,56
1628519148,63
1628519149,77
1628519150,45
1628519151,82
1628519152,75
1628519153,69
1628519154,47
1628519155,85
1628519156,76
1628519157,88
1628519158,47
1628519159,84
1628519160,67
1628519161,52
1628519162,56
1628519163,89
1628519164,82
1628519165,90
1628519166,66
1628519167,45
1628519168,73
1628519169,77
1628519170,46
1628519171,57
1628519172,47
1628519173,46
1628519174,49
1628519175,59
1628519176,79
1628519177,46
1628519178,86
1628519179,60
1628519180,53
1628519181,89
1628519182,49
1628519183,46
1628519184,89
1628519185,65
1628519186,59
1628519187,54
1628519188,59
1628519189,71
1628519190,82
1628519191,83
1628519192,71
1628519193,67
1628519194,58
1628519195,82
1628519196,66
1628519197,64
1628519198,77
1628519199,70
1628519200,83
1628519201,67
1628519202,60
1628519203,80
1628519204,84
1628519205,73
1628519206,63
1628519207,86
1628519208,70
1628519209,80
1628519210,90
1628519211,48
1628519212,72
1628519213,63
1628519214,90
1628519215,81
1628519216,80
1628519217,86
1628519218,78
1628519219,63
1628519220,65
1628519221,84
1628519222,62
1628519223,48
1628519224,72
1628519225,75
1628519226,77
1628519227,60
1628519228,79
1628519229,66
1628519230,87
1628519231,58
1628519232,90
1628519233,66
1628519234,66
1628519235,63
1628519236,74
1628519237,46
1628519238,81
1628519239,70
1628519240,71
1628519241,67
1628519242,77
1628519243,50
1628519244,89
1628519245,59
1628519246,87
1628519247,68
1628519248,58
1628519249,51
1628519250,86
1628519251,45
1628519252,51
1628519253,45
1628519254,68
1628519255,90
1628519256,86
1628519257,50
1628519258,53
1628519259,52
1628519260,57
1628519261,82
1628519262,46
1628519263,85
1628519264,76
1628519265,55
1628519266,59
1628519267,58
1628519268,71
1628519269,85
1628519270,73
1628519271,59
1628519272,48
1628519273,75
1628519274,62
1628519275,84
1628519276,53
1628519277,56
1628519278,53
1628519279,88
1628519280,87
1628519281,82
1628519282,56
1628519283,55
1628519284,72
1628519285,88
1628519286,65
1628519287,89
1628519288,75
1628519289,76
1628519290,66
1628519291,78
1628519292,72
1628519293,79
1628519294,81
1628519295,47
1628519296,75
1628519297,53
1628519298,62
1628519299,75
1628519300,75
1628519301,69
1628519302,53
1628519303,59
1628519304,56
1628519305,62
1628519306,72
1628519307,82
1628519308,57
1628519309,51
1628519310,55
1628519311,78
1628519312,46
1628519313,80
1628519314,60
1628519315,65
1628519316,52
1628519317,73
1628519318,69
1628519319,88
1628519320,50
1628519321,50
1628519322,60
1628519323,89
1628519324,74
1628519325,62
1628519326,47
1628519327,64
1628519328,61
1628519329,52
1628519330,70
1628519331,65
1628519332,72
1628519333,68
1628519334,50
1628519335,78
1628519336,60
1628519337,76
1628519338,69
1628519339,63
1628519340,60
1628519341,66
1628519342,61
1628519343,67
1628519344,70
1628519345,57
1628519346,79
1628519347,48
1628519348,52
1628519349,71
1628519350,58
1628519351,67
1628519352,81
1628519353,48
1628519354,66
1628519355,77
1628519356,77
1628519357,70
1628519358,62
1628519359,65
1628519360,50
1628519361,80
1628519362,74
1628519363,69
1628519364,54
1628519365,68
1628519366,79
1628519367,74
1628519368,58
1628519369,73
1628519370,75
1628519371,47
1628519372,67
1628519373,87
1628519374,45
1628519375,67
1628519376,60
1628519377,90
1628519378,61
1628519379,88
1628519380,89
1628519381,74
1628519382,50
1628519383,60
1628519384,87
1628519385,88
1628519386,70
1628519387,87
1628519388,85
1628519389,89
1628519390,50
1628519391,73
1628519392,47
1628519393,48
1628519394,57
1628519395,66
1628519396,46
1628519397,64
1628519398,49
1628519399,65
1628519400,76
1628519401,83
1628519402,81
1628519403,62
1628519404,84
1628519405,87
1628519406,50
1628519407,66
1628519408,69
1628519409,83
1628519410,49
1628519411,78
1628519412,57
1628519413,46
1628519414,61
1628519415,51
1628519416,72
1628519417,45
1628519418,84
1628519419,55
1628519420,68
1628519421,52
1628519422,66
1628519423,52
1628519424,54
1628519425,48
1628519426,82
1628519427,47
1628519428,76
1628519429,64
1628519430,76
1628519431,90
1628519432,68
1628519433,59
1628519434,51
1628519435,56
1628519436,48
1628519437,56
1628519438,90
1628519439,77
1628519440,85
1628519441,63
1628519442,89
1628519443,59
1628519444,53
1628519445,90
1628519446,57
1628519447,58
1628519448,55
1628519449,49
1628519450,85
1628519451,76
1628519452,57
1628519453,63
1628519454,69
1628519455,48
1628519456,85
1628519457,70
1628519458,61
1628519459,61
1628519460,66
1628519461,52
1628519462,68
1628519463,80
1628519464,67
1628519465,50
1628519466,68
1628519467,87
1628519468,79
1628519469,54
1628519470,45
1628519471,77
1628519472,60
1628519473,68
1628519474,58
1628519475,55
1628519476,70
1628519477,69
1628519478,63
1628519479,50
1628519480,60
1628519481,53
1628519482,90
1628519483,83
1628519484,59
1628519485,52
1628519486,66
1628519487,54
1628519488,73
1628519489,70
1628519490,61
1628519491,74
1628519492,77
1628519493,66
1628519494,65
1628519495,60
1628519496,90
1628519497,74
1628519498,53
1628519499,60
1628519500,90
1628519501,50
1628519502,69
1628519503,48
1628519504,86
1628519505,54
1628519506,76
1628519507,68
1628519508,65
1628519509,69
1628519510,53
1628519511,51
1628519512,76
1628519513,71
1628519514,53
1628519515,48
1628519516,59
1628519517,55
1628519518,84
1628519519,72
1628519520,83
1628519521,56
1628519522,45
1628519523,55
1628519524,81
1628519525,53
1628519526,51
1628519527,54
1628519528,49
1628519529,68
1628519530,69
1628519531,81
1628519532,57
1628519533,61
1628519534,56
1628519535,52
1628519536,73
1628519537,57
1628519538,78
1628519539,54
1628519540,47
1628519541,52
1628519542,63
1628519543,50
1628519544,69
1628519545,66
1628519546,86
1628519547,75
1628519548,65
1628519549,61
1628519550,87
1628519551,67
1628519552,77
1628519553,81
1628519554,80
1628519555,84
1628519556,90
1628519557,71
1628519558,82
1628519559,83
1628519560,87
1628519561,61
1628519562,45
1628519563,72
1628519564,54
1628519565,75
1628519566,81
1628519567,76
1628519568,49
1628519569,86
1628519570,88
1628519571,89
1628519572,78
1628519573,49
1628519574,60
1628519575,80
1628519576,88
1628519577,84
1628519578,71
1628519579,81
1628519580,52
1628519581,50
1628519582,68
1628519583,61
1628519584,64
1628519585,77
1628519586,66
1628519587,56
1628519588,61
1628519589,90
1628519590,88
1628519591,87
1628519592,84
1628519593,54
1628519594,50
1628519595,53
1628519596,54
1628519597,89
1628519598,47
1628519599,61
1628519600,53
1628519601,46
1628519602,77
1628519603,52
1628519604,84
1628519605,86
1628519606,67
1628519607,84
1628519608,67
1628519609,88
1628519610,72
1628519611,57
1628519612,83
1628519613,58
1628519614,63
1628519615,55
1628519616,58
1628519617,62
1628519618,76
1628519619,54
1628519620,66
1628519621,58
1628519622,59
1628519623,77
1628519624,88
1628519625,83
1628519626,49
1628519627,87
1628519628,64
1628519629,76
1628519630,89
1628519631,68
1628519632,71
1628519633,53
1628519634,49
1628519635,81
1628519636,76
1628519637,78
1628519638,50
1628519639,72
1628519640,64
1628519641,79
1628519642,90
1628519643,81
1628519644,55
1628519645,46
1628519646,50
1628519647,84
1628519648,53
1628519649,77
1628519650,54
1628519651,62
1628519652,74
1628519653,52
1628519654,78
1628519655,56
1628519656,65
1628519657,55
1628519658,80
1628519659,57
1628519660,60
1628519661,64
1628519662,59
1628519663,71
1628519664,85
1628519665,53
1628519666,51
1628519667,66
1628519668,76
1628519669,74
1628519670,62
1628519671,60
1628519672,65
1628519673,65
1628519674,68
1628519675,63
1628519676,85
1628519677,87
1628519678,74
1628519679,56
1628519680,59
1628519681,85
1628519682,79
1628519683,85
1628519684,49
1628519685,82
1628519686,52
1628519687,87
1628519688,45
1628519689,66
1628519690,55
1628519691,54
1628519692,48
1628519693,46
1628519694,67
1628519695,59
1628519696,49
1628519697,78
1628519698,78
1628519699,56
1628519700,66
1628519701,52
1628519702,73
1628519703,89
1628519704,51
1628519705,80
1628519706,74
1628519707,73
1628519708,69
1628519709,48
1628519710,67
1628519711,64
1628519712,78
1628519713,45
1628519714,49
1628519715,83
1628519716,55
1628519717,57
1628519718,47
1628519719,54
1628519720,45
1628519721,83
1628519722,70
1628519723,58
1628519724,59
1628519725,77
1628519726,75
1628519727,70
1628519728,83
1628519729,82
1628519730,69
1628519731,90
1628519732,68
1628519733,69
1628519734,67
1628519735,83
1628519736,48
1628519737,57
1628519738,76
1628519739,77
1628519740,54
1628519741,86
1628519742,51
1628519743,79
1628519744,59
1628519745,71
1628519746,46
1628519747,57
1628519748,70
1628519749,74
1628519750,74
1628519751,69
1628519752,65
1628519753,66
1628519754,67
1628519755,80
1628519756,85
1628519757,67
1628519758,46
1628519759,58
1628519760,88
1628519761,66
1628519762,48
1628519763,55
1628519764,52
1628519765,65
1628519766,62
1628519767,84
1628519768,79
1628519769,88
1628519770,86
1628519771,52
1628519772,50
1628519773,47
1628519774,50
1628519775,66
1628519776,87
1628519777,68
1628519778,60
1628519779,90
1628519780,47
1628519781,67
1628519782,57
1628519783,47
1628519784,81
1628519785,56
1628519786,85
1628519787,65
1628519788,64
1628519789,79
1628519790,52
1628519791,49
1628519792,75
1628519793,56
1628519794,86
1628519795,86
1628519796,64
1628519797,56
1628519798,84
1628519799,72
1628519800,63
1628519801,65
1628519802,90
1628519803,72
1628519804,88
1628519805,77
1628519806,75
1628519807,88
1628519808,64
1628519809,78
1628519810,72
1628519811,84
1628519812,82
1628519813,54
1628519814,46
1628519815,74
1628519816,53
1628519817,67
1628519818,56
1628519819,76
1628519820,48
1628519821,58
1628519822,61
1628519823,45
1628519824,89
1628519825,84
1628519826,50
1628519827,88
1628519828,90
1628519829,63
1628519830,55
1628519831,45
1628519832,90
1628519833,77
1628519834,82
1628519835,47
1628519836,77
1628519837,45
1628519838,68
1628519839,48
1628519840,56
1628519841,66
1628519842,89
1628519843,76
1628519844,80
1628519845,63
1628519846,80
1628519847,54
1628519848,73
1628519849,56
1628519850,59
1628519851,70
1628519852,69
1628519853,64
1628519854,86
1628519855,65
1628519856,84
1628519857,52
1628519858,58
1628519859,87
1628519860,64
1628519861,57
1628519862,89
1628519863,52
1628519864,83
1628519865,71
1628519866,50
1628519867,67
1628519868,62
1628519869,77
1628519870,73
1628519871,55
1628519872,71
1628519873,57
1628519874,83
1628519875,90
1628519876,82
1628519877,53
1628519878,81
1628519879,65
1628519880,81
1628519881,47
1628519882,62
1628519883,51
1628519884,52
1628519885,47
1628519886,61
1628519887,86
1628519888,83
1628519889,78
1628519890,87
1628519891,54
1628519892,56
1628519893,68
1628519894,61
1628519895,45
1628519896,87
1628519897,45
1628519898,80
1628519899,46
1628519900,57
1628519901,85
1628519902,84
1628519903,66
1628519904,89
1628519905,83
1628519906,86
1628519907,79
1628519908,46
1628519909,88
1628519910,55
1628519911,73
1628519912,47
1628519913,55
1628519914,84
1628519915,82
1628519916,69
1628519917,66
1628519918,89
1628519919,61
1628519920,86
1628519921,60
1628519922,80
1628519923,64
1628519924,79
1628519925,75
1628519926,86
1628519927,59
1628519928,90
1628519929,57
1628519930,70
1628519931,74
1628519932,82
1628519933,66
1628519934,90
1628519935,79
1628519936,87
1628519937,85
1628519938,59
1628519939,65
1628519940,84
1628519941,58
1628519942,84
1628519943,78
1628519944,84
1628519945,64
1628519946,68
1628519947,64
1628519948,50
1628519949,50
1628519950,53
1628519951,55
1628519952,63
1628519953,49
1628519954,46
1628519955,62
1628519956,73
1628519957,67
1628519958,64
1628519959,51
1628519960,70
1628519961,58
1628519962,59
1628519963,75
1628519964,64
1628519965,73
1628519966,45
1628519967,90
1628519968,76
1628519969,62
1628519970,56
1628519971,53
1628519972,80
1628519973,59
1628519974,45
1628519975,84
1628519976,50
1628519977,61
1628519978,64
1628519979,83
1628519980,46
1628519981,74
1628519982,70
1628519983,76
1628519984,70
1628519985,70
1628519986,88
1628519987,60
1628519988,64
1628519989,61
1628519990,46
1628519991,54
1628519992,69
1628519993,70
1628519994,57
1628519995,55
1628519996,70
1628519997,55
